,season,player_id,player_name,position,weight,standing_vertical_leap,max_vertical_leap,lane_agility_time,three_quarter_sprint
1084,2022,1631121,Bryce McGowens,SG,181.2,29.5,34.0,11.12,3.27
1085,2022,1631159,Leonard Miller,SF,211.0,30.0,36.5,11.11,3.36
1086,2022,1631125,Josh Minnott,PF,0.0,0.0,0.0,0.0,0.0
1087,2022,1631198,Aminu Mohammed,SG-SF,212.8,29.5,36.0,11.54,3.33
1088,2022,1631129,Iverson Molinar,PG,183.2,31.0,38.0,11.23,3.19
1089,2022,1631168,Jean Montero,PG,171.8,29.5,37.0,11.19,3.17
1090,2022,1631111,Wendell Moore,SG,217.2,32.5,38.5,10.94,3.3
1091,2022,1631099,Keegan Murray,PF,0.0,0.0,0.0,0.0,0.0
1092,2022,1629614,Andrew Nembhard,PG,195.6,26.5,35.0,10.46,3.26
1093,2022,1630590,Scotty Pippen Jr.,PG,180.0,30.5,37.5,11.07,3.21
1094,2022,1630629,Gabriele Procida,SG-SF,192.8,29.5,35.0,11.02,3.07
1095,2022,1631197,Jared Rhoden,SG-SF,0.0,0.0,0.0,0.0,0.0
1096,2022,1631115,Orlando Robinson,C,244.4,23.0,27.5,11.4,3.55
1097,2022,1631223,David Roddy,PF,260.8,27.0,35.5,10.75,3.22
1098,2022,1631157,Ryan Rollins,SG,179.2,30.5,36.5,11.26,3.07
1099,2022,1631204,Marcus Sasser,PG,0.0,0.0,0.0,0.0,0.0
1100,2022,1631220,Dereon Seabron,SG,182.4,30.5,38.0,11.03,3.12
1101,2022,1631101,Shaedon Sharpe,SG,198.0,0.0,0.0,0.0,0.0
1102,2022,1631173,Terquavion Smith,SG,165.2,30.5,38.5,10.63,3.14
1103,2022,1631095,Jabari Smith,PF,0.0,0.0,0.0,0.0,0.0
1104,2022,1631110,Jeremy Sochan,PF,0.0,0.0,0.0,0.0,0.0
1105,2022,1631164,Matteo Spagnolo,PG,196.2,25.5,31.5,11.42,3.4
1106,2022,1631124,Julian Strawther,SF,207.6,28.5,35.0,10.3,3.26
1107,2022,1631207,Dalen Terry,SG,195.2,0.0,0.0,0.0,0.0
1108,2022,1631166,Drew Timme,C,231.6,25.5,31.5,11.71,3.38
1109,2022,1631133,Jabari Walker,PF,213.8,29.5,32.5,11.53,3.24
1110,2022,1631102,TyTy Washington Jr.,SG,196.4,0.0,0.0,0.0,0.0
1111,2022,1631212,Peyton Watson,SF,203.4,28.0,33.5,11.03,3.28
1112,2022,1631104,Blake Wesley,SG,187.2,30.0,36.0,11.55,3.21
1113,2022,1631214,Alondes Williams,SG,209.0,30.0,35.5,10.96,3.15
1114,2022,1631114,Jalen Williams,SG,209.2,33.5,39.0,11.13,3.11
1115,2022,1631119,Jaylin Williams,C,236.6,24.5,30.0,11.64,3.5
1116,2022,1630652,Trevion Williams,C,264.6,27.5,30.0,12.75,3.48
1117,2022,1631258,Bryson Williams,PF-C,0.0,0.0,0.0,0.0,0.0
1118,2022,1631109,Mark Williams,C,242.4,0.0,0.0,0.0,0.0
1119,2022,1630592,Jalen Wilson,SF-PF,0.0,0.0,0.0,0.0,0.0
1120,2022,1630855,Fanbo Zeng,SF-PF,0.0,0.0,0.0,0.0,0.0
1121,2023,1641725,Trey Alexander,SG,184.6,29.5,34.0,11.6,3.35
1122,2023,1641735,Amari Bailey,SG,190.8,28.5,35.0,11.34,3.19
1123,2023,1641734,Emoni Bates,SF,179.2,27.0,32.5,11.54,3.49
1124,2023,1641736,Reece Beekman,PG,190.6,30.5,38.0,10.99,3.14
1125,2023,1641710,Anthony Black,PG,210.0,32.0,39.0,11.04,3.35
1126,2023,1641737,Adem Bona,C,243.4,0.0,0.0,0.0,0.0
1127,2023,1641738,Kobe Brown,PF,252.2,28.5,32.0,11.39,3.33
1128,2023,1641723,Kobe Bufkin,SG,186.8,29.0,36.0,11.71,3.26
1129,2023,1641739,Toumani Camara,PF,220.4,28.5,33.0,10.7,3.41
1130,2023,1631321,Sidy Cissoko,SF,223.8,30.5,35.5,11.24,3.31
1131,2023,1641740,Jaylen Clark,SG,204.2,0.0,0.0,0.0,0.0
1132,2023,1641730,Noah Clowney,PF,0.0,0.0,0.0,0.0,0.0
1133,2023,1641731,Bilal Coulibaly,SG-SF,0.0,0.0,0.0,0.0,0.0
1134,2023,1641741,Ricky Council IV,SF,208.0,30.5,37.0,11.2,3.33
1135,2023,1641711,Gradey Dick,SG,204.0,29.0,34.0,11.13,3.5
1136,2023,1641743,Nikola Djurisic,SF,217.6,0.0,0.0,0.0,0.0
1137,2023,1641744,Zach Edey,C,306.4,26.0,29.5,11.37,3.45
1138,2023,1641745,Adam Flagler,PG,191.8,31.0,36.0,10.96,3.24
1139,2023,1641718,Keyonte George,SG,0.0,0.0,0.0,0.0,0.0
1140,2023,1631243,Mouhamed Gueye,C,212.6,0.0,0.0,0.0,0.0
1141,2023,1641722,Jordan Hawkins,SG,186.0,0.0,0.0,0.0,0.0
1142,2023,1641746,Coleman Hawkins,PF,224.4,26.5,32.5,12.14,3.37
1143,2023,1630703,Scoot Henderson,PG,0.0,0.0,0.0,0.0,0.0
1144,2023,1641707,Taylor Hendricks,PF,213.6,32.5,36.0,11.27,3.32
1145,2023,1641747,DaRon Holmes II,C,220.8,29.5,35.0,11.48,3.2
1146,2023,1641720,Jalen Hood-Schifino,PG,216.6,0.0,0.0,0.0,0.0
1147,2023,1641724,Jett Howard,SF,0.0,0.0,0.0,0.0,0.0
1148,2023,1641713,GG Jackson,PF,214.4,31.0,37.0,11.39,3.21
1149,2023,1641748,Andre Jackson Jr.,SF,198.4,30.5,39.5,10.83,3.14
1150,2023,1631218,Trayce Jackson-Davis,C,240.4,33.0,36.5,11.8,3.2
1151,2023,1631170,Jaime Jaquez Jr.,SF,226.4,34.5,39.0,11.21,3.33
1152,2023,1641749,Keyontae Johnson,SF,238.6,0.0,0.0,0.0,0.0
1153,2023,1641732,Colby Jones,SG,199.2,30.5,35.0,11.14,3.33
1154,2023,1641750,Ryan Kalkbrenner,C,251.8,28.0,30.5,12.27,3.39
1155,2023,1641751,Arthur Kaluma,PF,221.8,32.5,34.5,11.35,3.44
1156,2023,1631340,Mojave King,SG,200.6,33.5,42.0,11.07,3.18
1157,2023,1641752,Bobi Klintman,PF,0.0,0.0,0.0,0.0,0.0
1158,2023,1641721,Maxwell Lewis,SG,207.2,32.5,36.5,11.4,3.43
1159,2023,1641726,Dereck Lively Jr.,C,0.0,0.0,0.0,0.0,0.0
1160,2023,1641753,Chris Livingston,SF,219.2,30.5,37.0,11.65,3.27
1161,2023,1641754,Seth Lundy,SF,214.4,31.5,35.5,11.02,3.15
1162,2023,1631256,Kevin McCullar,SF,0.0,0.0,0.0,0.0,0.0
1163,2023,1641756,Mike Miles Jr.,PG,205.0,33.0,37.0,11.01,3.11
1164,2023,1641757,Jordan Miller,SF,191.6,32.0,36.5,11.43,3.17
1165,2023,1641706,Brandon Miller,SF,0.0,0.0,0.0,0.0,0.0
1166,2023,1631159,Leonard Miller,PF,212.8,32.0,37.5,11.0,3.33
1167,2023,1641758,Judah Mintz,PG,176.4,28.5,37.0,10.32,3.24
1168,2023,1641759,Dillon Mitchell,PF,193.0,29.0,37.0,10.92,3.32
1169,2023,1641760,Omari Moore,SG,188.6,29.0,35.5,10.8,3.22
1170,2023,1631200,Kris Murray,PF,212.8,29.5,35.0,11.11,3.3
1171,2023,1641761,Grant Nelson,PF,223.4,32.0,35.5,9.99,3.21
1172,2023,1641762,James Nnaji,C,0.0,0.0,0.0,0.0,0.0
1173,2023,1641763,Julian Phillips,SF,196.6,36.0,43.0,11.09,3.32
1174,2023,1629618,Jalen Pickett,PG,197.8,28.5,33.0,11.91,3.35
1175,2023,1641764,Brandin Podziemski,SG,203.8,31.5,39.0,11.16,3.21
1176,2023,1641765,Olivier-Maxence Prosper,PF,212.4,35.0,40.5,10.59,3.21
1177,2023,1641712,Rayan Rupert,SF,193.2,27.5,32.5,11.18,3.43
1178,2023,1641766,Adama Sanogo,C,257.8,28.5,31.0,11.5,3.31
1179,2023,1631204,Marcus Sasser,PG,195.6,27.0,35.0,10.68,3.43
1180,2023,1641729,Brice Sensabaugh,SF,0.0,0.0,0.0,0.0,0.0
1181,2023,1630545,Terrence Shannon Jr.,SF,220.0,32.0,37.5,10.36,3.06
1182,2023,1641767,Ben Sheppard,SG,194.6,29.5,35.5,10.88,3.17
1183,2023,1641771,Jalen Slawson,PF,221.6,29.0,33.0,11.26,3.29
1184,2023,1631173,Terquavion Smith,SG,163.2,30.0,37.0,10.86,3.21
1185,2023,1641733,Nick Smith Jr.,SG,0.0,0.0,0.0,0.0,0.0
1186,2023,1631124,Julian Strawther,SF,208.8,27.5,34.5,10.94,3.31
1187,2023,1641708,Amen Thompson,SG,214.2,0.0,0.0,0.0,0.0
1188,2023,1641709,Ausar Thompson,SG,218.2,0.0,0.0,0.0,0.0
1189,2023,1631166,Drew Timme,C,243.2,26.0,30.5,10.93,3.34
1190,2023,1641772,Nae'Qwan Tomlin,PF,0.0,0.0,0.0,0.0,0.0
1191,2023,1631131,Oscar Tshiebwe,C,253.6,29.5,32.5,12.26,3.32
1192,2023,1641773,Azuolas Tubelis,PF,234.8,23.5,30.5,11.17,3.5
1193,2023,1641774,Tristan Vukcevic,C,223.4,26.0,30.5,11.71,3.43
1194,2023,1641716,Jarace Walker,PF,248.6,34.5,38.0,10.89,3.2
1195,2023,1641717,Cason Wallace,PG,195.2,28.0,36.0,10.82,3.34
1196,2023,1641775,Jordan Walsh,SF,204.0,33.0,36.0,10.83,3.3
1197,2023,1641705,Victor Wembanyama,C,0.0,0.0,0.0,0.0,0.0
1198,2023,1641727,Dariq Whitehead,SG,217.2,0.0,0.0,0.0,0.0
1199,2023,1641715,Cam Whitmore,SF,235.0,31.5,40.5,10.82,3.2
1200,2023,1630592,Jalen Wilson,SF,230.2,31.5,35.0,11.26,3.2
1201,2023,1631209,Isaiah Wong,SG,178.4,32.5,37.0,10.93,3.22
